MINISTER_MESSAGE_ENTRY;$TITLE$ $NAME$;$TITLE$ $NAME$;$TITLE$ $NAME$;;$TITLE$ $NAME$;;;;;;;;;X
CONVOY_ATTACK_ON_US_2;$TITLE$, we can report that our $CONVOY$ convoy has been under attack and lost;$TITLE$, nous vous informons que notre convoi $CONVOY$ a été attaqué et que;$TITLE$, wir müssen leider melden, dass unser $CONVOY$ Konvoi angegriffen wurde und;;$TITLE$, podemos informar que nuestro convoy $CONVOY$ ha sido atacado y se han perdido;;;;;;;;;x
CONVOY_ATTACK_ON_US_3;$TRANSPORTS$ transport(s) and $ESCORTS$ escort(s).;$TRANSPORTS$ navire(s) de transport et $ESCORTS$ escorte(s) ont été perdue(s).;$TRANSPORTS$ Transporter und $ESCORTS$ Geleitschiff(e) verlor.;;$TRANSPORTS$ transporte(s) y $ESCORTS$ escolta(s).;;;;;;;;;x
CONVOY_ATTACK_ON_US_4;*;*;*;;*;;;;;;;;;x
CONVOY_ATTACK_ON_US_5;*;*;*;;*;;;;;;;;;x
CONVOY_ATTACK_ON_US_6;*;*;*;;*;;;;;;;;;x
CONVOY_ATTACK_ON_US_LOG;CONVOY_ATTACK_ON_US_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  The $CONVOY$ convoy lost $TRANSPORTS$ transport(s) and $ESCORTS$ escort(s) in $PROV$.;$TRANSPORTS$ navire(s) de transport et $ESCORTS$ escorte(s) ont été perdus dans la province : $PROV$.;Der $CONVOY$ Konvoi verlor $TRANSPORTS$ Transporter und $ESCORTS$ Geleitschiff(e) in $PROV$.;;El convoy $CONVOY$ perdió $TRANSPORTS$ transporte(s) y $ESCORTS$ escolta(s) en $PROV$.;;;;;;;;;x
CONVOY_ATTACK_ON_US_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
CONVOY_ATTACK_ON_US_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
CONVOY_ATTACK_ON_US_BTN3;Goto;Détails;Details;;Detalles;;;;;;;;;x
CONVOY_ATTACK_ON_US_MAP;Convoy under attack!;Convoi attaqué !;Konvoi wird angegriffen!;;¡Convoy bajo ataque!;;;;;;;;;x
WE_MOBILIZE_SETUP;When we mobilize in preparation of war.;Lorsque nous mobilisons pour préparer une guerre.;Wenn wir für den Krieg mobilisieren.;;Cuando nos movilizamos en preparación de una guerra.;;;;;;;;;x
WE_MOBILIZE_HEADER;We have set in motion to;Nous avons déclenché la;Mobilisierung;;Hemos empezado a;;;;;;;;;x
WE_MOBILIZE_1;MOBILIZE;MOBILISATION;Wir haben die Mobilmachung ;;MOVILIZAR;;;;;;;;;x
WE_MOBILIZE_2;our armed forces, and we will soon be able to field a strong army. However, this will be seen as a threatening move by our potential enemies.;de nos forces armées et nous serons bientôt en mesure de réunir une armée puissante. Cela sera cependant considéré comme un geste menaçant par nos ennemis potentiels.;unserer Streitkräfte beschlossen und werden bald eine starke Armee aufgestellt haben. Dies wird allerdings von unseren möglichen Feinden als Bedrohung angesehen werden.;;nuestras fuerzas armadas y pronto seremos capaces de desplegar un poderoso ejército. Desgraciadamente, esto será visto como un movimiento amenazador por nuestros enemigos potenciales.;;;;;;;;;x
WE_MOBILIZE_3;*;*;*;;*;;;;;;;;;x
WE_MOBILIZE_4;*;*;*;;*;;;;;;;;;x
WE_MOBILIZE_5;*;*;*;;*;;;;;;;;;x
WE_MOBILIZE_6;*;*;*;;*;;;;;;;;;x
WE_MOBILIZE_LOG;WE_MOBILIZE_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  We have started to mobilize our reserves.;Nous avons commencé à mobiliser nos réserves.;Wir haben begonnen, unsere Reserven zu mobilisieren.;;Hemos comenzado a movilizar nuestras reservas.;;;;;;;;;x
WE_MOBILIZE_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
WE_MOBILIZE_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
WE_MOBILIZE_BTN3;Details;Détails;Details;;Detalles;;;;;;;;;x
WE_MOBILIZE_MAP;*;*;*;;*;;;;;;;;;x
WE_DEMOBILIZE_SETUP;When we decide to demobilize.;Lorsque nous décidons de démobiliser.;Wenn wir die Demobilisierung beschließen.;;Cuando decidimos desmovilizarnos.;;;;;;;;;x
WE_DEMOBILIZE_HEADER;We have decided to;Nous avons décidé de;Demobilisierung;;¡Hemos decidido;;;;;;;;;x
WE_DEMOBILIZE_1;DEMOBILIZE;DÉMOBILISER;Wir haben die Demobilisierung;;DESMOVILIZAR;;;;;;;;;x
WE_DEMOBILIZE_2;our armed forces, and our troops are now standing down.;nos forces armées et nos troupes sont au repos.;unserer Streitkräfte beschlossen.;;nuestras fuerzas armadas y nuestras tropas están ahora detenidas.;;;;;;;;;x
WE_DEMOBILIZE_3;*;*;*;;*;;;;;;;;;x
WE_DEMOBILIZE_4;*;*;*;;*;;;;;;;;;x
WE_DEMOBILIZE_5;*;*;*;;*;;;;;;;;;x
WE_DEMOBILIZE_6;*;*;*;;*;;;;;;;;;x
WE_DEMOBILIZE_LOG;WE_DEMOBILIZE_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  We have given the orders to demobilize our reserves.;Nous avons ordonné la démobilisation de nos réserves.;Wir haben Befehl gegeben, unsere Reserven zu demobilisieren.;;Hemos dado órdenes para desmovilizar nuestras reservas.;;;;;;;;;x
WE_DEMOBILIZE_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
WE_DEMOBILIZE_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
WE_DEMOBILIZE_BTN3;Details;Détails;Details;;Detalles;;;;;;;;;x
WE_DEMOBILIZE_MAP;*;*;*;;*;;;;;;;;;x
OTHER_MOBILIZE_SETUP;When another country mobilizes in preparation of war.;Lorsque quelqu'un d'autre mobilise pour préparer une guerre.;Wenn ein anderes Land für den Krieg mobilisiert.;;Cuando otro se moviliza en preparación de una guerra.;;;;;;;;;x
OTHER_MOBILIZE_HEADER;$minister_of_intelligence$ reports that;$minister_of_intelligence$ nous signale que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ nos informa de que;;;;;;;;;x
OTHER_MOBILIZE_1;$COUNTRY$ is mobilizing;$COUNTRY$ mobilise actuellement;$COUNTRY$ mobilisiert !;;$COUNTRY$ esta movilizando;;;;;;;;;x
OTHER_MOBILIZE_2;their armed forces, and they will soon be able to field a strong army. ;ses forces armées et que ce pays sera bientôt en mesure de réunir une armée puissante. ;$COUNTRY$ hat die Mobilmachung verkündet und wird bald eine starke Armee aufgestellt haben.;;sus fuerzas armadas y pronto serán capaces de desplegar un fuerte ejército.;;;;;;;;;x
OTHER_MOBILIZE_3;*;*;*;;*;;;;;;;;;x
OTHER_MOBILIZE_4;*;*;*;;*;;;;;;;;;x
OTHER_MOBILIZE_5;*;*;*;;*;;;;;;;;;x
OTHER_MOBILIZE_6;*;*;*;;*;;;;;;;;;x
OTHER_MOBILIZE_LOG;OTHER_MOBILIZE_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $COUNTRY$ have started to mobilize their reserves.;$COUNTRY$ a commencé à mobiliser ses réserves.;$COUNTRY$ hat begonnen, seine Reserven zu mobilisieren.;;$COUNTRY$ ha comenzado a movilizar sus reservas.;;;;;;;;;x
OTHER_MOBILIZE_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
OTHER_MOBILIZE_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
OTHER_MOBILIZE_BTN3;Details;Détails;Details;;Detalles;;;;;;;;;x
OTHER_MOBILIZE_MAP;*;*;*;;*;;;;;;;;;x
OTHER_DEMOBILIZE_SETUP;When another country decides to demobilize.;Lorsqu'un autre pays décide de démobiliser.;Wenn ein anderes Land die Demobilisierung beschließt.;;Cuando otro país decide desmovilizarse.;;;;;;;;;x
OTHER_DEMOBILIZE_HEADER;There are reports that;Des rapports font état que;$minister_of_intelligence$ berichtet:;;Hay informes que indican que;;;;;;;;;x
OTHER_DEMOBILIZE_1;$COUNTRY$ is demobilizing;$COUNTRY$ démobilise actuellement;$COUNTRY$ demobilisiert !;;$COUNTRY$ está desmovilizando;;;;;;;;;x
OTHER_DEMOBILIZE_2;their armed forces, and their troops are now standing down.;ses forces armées et que leurs troupes sont maintenant au repos.;$COUNTRY$ hat seine Streitkräfte demobilisiert.;;sus fuerzas armadas y sus tropas están ahora detenidas.;;;;;;;;;x
OTHER_DEMOBILIZE_3;*;*;*;;*;;;;;;;;;x
OTHER_DEMOBILIZE_4;*;*;*;;*;;;;;;;;;x
OTHER_DEMOBILIZE_5;*;*;*;;*;;;;;;;;;x
OTHER_DEMOBILIZE_6;*;*;*;;*;;;;;;;;;x
OTHER_DEMOBILIZE_LOG;OTHER_DEMOBILIZE_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $COUNTRY$ has given the orders to demobilize their reserves.;$COUNTRY$ a ordonné la démobilisation de ses réserves.;$COUNTRY$ hat den Befehl gegeben, ihre Reserven zu demobilisieren.;;$COUNTRY$ ha dado órdenes para desmovilizar sus reservas.;;;;;;;;;x
OTHER_DEMOBILIZE_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
OTHER_DEMOBILIZE_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
OTHER_DEMOBILIZE_BTN3;Details;Détails;Details;;Detalles;;;;;;;;;x
OTHER_DEMOBILIZE_MAP;*;*;*;;*;;;;;;;;;x
WEDEFECT_SETUP;When one of our provinces defects.;Quand une de nos provinces se sépare de nous.;Wenn sich eine unserer Provinzen abspaltet.;Kiedy jedna z naszych prowincji od³¹cza siê;Cuando una de nuestras provincias cambie de bando.;Quando una delle nostre province ci abbandona;Mikor az egyik tartományunk elpártol tõlünk.;Když jednu ze svých provincií ztratíme.;;;;;;x
WEDEFECT_HEADER;Defection!;Défection !;Sezession!;Zdrada!;¡Traición!;Defezione!;Elpártolás;Ztráta!;;;;;;x
WEDEFECT_1;The province of;La province :;Die Provinz;Prowincja;La provincia de;La provincia di;A következõ tartomány:;Provincie;;;;;;x
WEDEFECT_2;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;;;;;;x
WEDEFECT_3;has defected to;appartient maintenant au pays :;spaltete sich ab und ging zu;przesz³a na stronê pañstwa;se ha pasado al bando de;è passata a:;a következõhöz pártolt:;pøešla k zemi;;;;;;x
WEDEFECT_4;$COUNTRY$;$COUNTRY$.;$COUNTRY$;$COUNTRY$.;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;;;;;;x
WEDEFECT_5;*;*;*;*;*;*;*;;;;;;;x
WEDEFECT_6;Fools! We shall not stand for this stupidity!;Imbéciles ! Nous ne tolérerons pas cette mascarade !;Ihr Narren, diese Dummheit werden wir nicht hinnehmen!;Durnie! Nie zniesiemy takiej g³upoty!;¡Necios! ¡No toleraremos esta estupidez!;sciocchi, non sopporteremo tanta stupidità!;Bolondok! Nem tûrhetjük ezt a bolondságot!;Blázni! Tuhle bláhovost nebudeme tolerovat!;;;;;;x
WEDEFECT_LOG;WEDEFECT_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $PROV$ defected to $COUNTRY$.;$PROV$ appartient maintenant au pays : $COUNTRY$.;$PROV$ hat sich $COUNTRY$ angeschlossen.;Prowincja $PROV$ przesz³a na stronê pañstwa $COUNTRY$.;$PROV$ se ha pasado al bando de $COUNTRY$.;$PROV$ è passata a: $COUNTRY$.;$PROV$ $COUNTRY$ nemzetéhez pártolt.;$PROV$ pøešla k $COUNTRY$.;;;;;;x
WEDEFECT_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEDEFECT_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEDEFECT_BTN3;GOTO;ALLER À;Gehe zu;ID DO;Ir allí;ANDARE;Menj ide:;PØEJÍT NA;;;;;;x
WEDEFECT_MAP;Defection!;Défection !;Sezession!;Zdrada!;¡Traición!;Defezione!;Elpártolás!;Ztráta!;;;;;;x
THEYDEFECT_SETUP;When one of their provinces defects to us.;Lorsque l'une de leurs provinces nous rejoint.;Wenn sich eine ihrer Provinzen uns anschließt.;Kiedy jedna z obcych prowincji przechodzi na nasz¹ stronê;Cuando una de sus provincias se pasa a nuestro bando.;Quando una delle loro province passa a noi;Mikor az egyik tartományunk hozzánk pártol.;Když jedna z jejich provincií pøejde k nám.;;;;;;x
THEYDEFECT_HEADER;A new province!;Nouvelle province !;Eine neue Provinz!;Nowa prowincja!;¡Una nueva provincia!;Una nuova provincia!;Egy új tartomány!;Nová provincie!;;;;;;x
THEYDEFECT_1;The province of;La province :;Die Provinz;Prowincja;La provincia de;La provincia di;A következõ tartomány:;Provincie;;;;;;x
THEYDEFECT_2;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;;;;;;x
THEYDEFECT_3;has defected to us.;nous a rejoint.;ist zu uns übergelaufen;przesz³a na nasz¹ stronê.;se ha pasado a nuestro bando.;è passata a noi.;hozzánk pártolt.;pøešla k nám.;;;;;;x
THEYDEFECT_4;They have wisely decided to embrace our enlightened rule;Avec une grande sagesse, ils ont décidé de rejoindre notre régime éclairé.;Sie haben sich klugerweise dazu entschlossen, unsere erleuchtete Herrschaft zu begrüßen;M¹drze zdecydowali, ¿e podporz¹dkuj¹ siê naszej oœwieconej w³adzy.;Sabiamente, han decidido aceptar nuestro ilustrado gobierno.;Hanno deciso saggiamente di seguire la nostra guida illuminata.;Bölcsen úgy döntöttek, hogy a mi felvilágosult nemzetünk mellett kötelezik el magukat.;Moudøe se rozhodli pro naši osvícenou vládu;;;;;;x
THEYDEFECT_5;*;*;*;*;*;*;*;;;;;;;x
THEYDEFECT_6;*;*;*;*;*;*;*;;;;;;;x
THEYDEFECT_LOG;THEYDEFECT_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $PROV$ defected to us.;$PROV$ nous a rejoint.;$PROV$ hat sich uns angeschlossen.;Prowincja $PROV$ przesz³a na nasz¹ stronê.;$PROV$ se ha pasado a nuestro bando.;$PROV$ è passata a noi.;$PROV$ mellénk pártolt.;$PROV$ pøešla k nám.;;;;;;x
THEYDEFECT_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYDEFECT_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYDEFECT_BTN3;GOTO;ALLER À;Gehe zu;ID DO;Ir allí;ANDARE;Menj ide:;PØEJÍT NA;;;;;;x
THEYDEFECT_MAP;Defection!;Défection !;Sezession!;Zdrada!;¡Traición!;Defezione!;Elpártolás!;Ztráta!;;;;;;x
OTHERDEFECT_SETUP;When a province of one nation defects to another (neither is us).;Lorsque l'une des provinces d'une nation passe à une autre (excepté à la nôtre).;Wenn sich eine Provinz eines Landes einem anderen anschließt (keines von beiden sind wir).;Kiedy prowincja jednego z pañstw przechodzi na stronê innego kraju (nie dotyczy naszego kraju);Una provincia de una nación cambia al bando de otra (no nuestra).;Quando la provincia di una nazione passa a un'altra (e noi non siamo nessuna delle due);Mikor egy nemzet úgy dönt, hogy egy másik nemzethez pártol (de nem hozzánk).;Když provincie jednoho národa pøejde k jinému národu (nejedná se o nás).;;;;;;x
OTHERDEFECT_HEADER;Defection!;Défection !;Sezession!;Zdrada!;¡Traición!;Defezione!;Elpártolás!;Ztráta!;;;;;;x
OTHERDEFECT_1;The province of;La province :;Die Provinz;Prowincja;La provincia de;La provincia di;A következõ tartomány:;Provincie;;;;;;x
OTHERDEFECT_2;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;;;;;;x
OTHERDEFECT_3;defected to;appartient maintenant au pays :;spaltete sich ab und ging zu;przesz³a na stronê pañstwa;se pasa al bando de;è passata a:;a következõ mellé pártolt:;pøešla k;;;;;;x
OTHERDEFECT_4;$COUNTRY$;$COUNTRY$.;$COUNTRY$;$COUNTRY$.;$COUNTRY$;$COUNTRY$.;$COUNTRY$;$COUNTRY$;;;;;;x
OTHERDEFECT_5;*;*;*;*;*;*;*;;;;;;;x
OTHERDEFECT_6;*;*;*;*;*;*;*;;;;;;;x
OTHERDEFECT_LOG;OTHERDEFECT_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $PROV$ defected to $COUNTRY$.;$PROV$ est passée à $COUNTRY$.;$PROV$ hat sich $COUNTRY$ angeschlossen.;Prowincja $PROV$ przesz³a na stronê pañstwa $COUNTRY$.;$PROV$ se ha pasado al bando de $COUNTRY$.;$PROV$ è passata a: $COUNTRY$.;$PROV$ $COUNTRY$ nemzetéhez pártolt.;$PROV$ pøešla k $COUNTRY$.;;;;;;x
OTHERDEFECT_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERDEFECT_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERDEFECT_BTN3;GOTO;ALLER À;Gehe zu;ID DO;Ir allí;ANDARE;Menj ide:;PØEJÍT NA;;;;;;x
